ts_open,ts_close,direction,entry_price,avg_fill,exit_price,qty_btc,closed_qty,leverage,margin_usd,gross_pnl,entry_fee,exit_fee,slippage,net_pnl_partial,realized_total,net_pct_margin,duration_sec,exit_reason,confidence,adx_entry,regime_entry,funding_entry,mode
1772653392408,1772653392408,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772653392411,1772653392411,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772653392414,1772653392414,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772653392414,1772653392415,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772653392417,1772653392417,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772653392417,1772653392418,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772653392420,1772653392420,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772653392420,1772653392421,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772653392420,1772653392422,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772653633059,1772653633059,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772653633062,1772653633062,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772653633065,1772653633065,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772653633065,1772653633066,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772653633070,1772653633070,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772653633070,1772653633071,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772653633073,1772653633073,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772653633073,1772653633074,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772653633073,1772653633075,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772654008615,1772654008615,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772654008618,1772654008618,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654008620,1772654008620,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654008620,1772654008621,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772654008623,1772654008623,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654008623,1772654008624,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654008627,1772654008628,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654008627,1772654008629,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654008627,1772654008630,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772654067969,1772654067969,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772654067972,1772654067972,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654067974,1772654067975,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654067974,1772654067976,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772654067979,1772654067979,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654067979,1772654067980,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654067982,1772654067982,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654067982,1772654067983,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654067982,1772654067984,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772654102952,1772654102952,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772654102955,1772654102955,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654102958,1772654102958,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654102958,1772654102959,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772654102962,1772654102962,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654102962,1772654102963,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654102965,1772654102966,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654102965,1772654102966,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654102965,1772654102967,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772654429663,1772654429663,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772654429666,1772654429666,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654429668,1772654429668,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654429668,1772654429669,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772654429672,1772654429672,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654429672,1772654429673,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654429675,1772654429675,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654429675,1772654429676,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654429675,1772654429677,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772654482967,1772654482967,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772654482970,1772654482970,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654482972,1772654482972,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654482972,1772654482973,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772654482975,1772654482975,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654482975,1772654482976,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654482979,1772654482979,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772654482979,1772654482980,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772654482979,1772654482980,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772654483006,1772655201710,LONG,50000.0,50000.0,52500,0.01,0.0035,10,50.0,8.75,0.07,0.07350000000000001,0.07,8.5365,8.5365,48.78,718,TP2,0.0,0.0,,0.0,paper
1772654483006,1772655202719,LONG,50000.0,50000.0,55000,0.01,0.0025,10,50.0,12.5,0.05,0.055,0.05,12.345,20.881500000000003,98.76,719,TP3,0.0,0.0,,0.0,paper
1772657413275,1772657413275,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772657413278,1772657413278,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772657413281,1772657413281,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772657413281,1772657413282,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772657413285,1772657413285,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772657413285,1772657413286,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772657413288,1772657413289,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772657413288,1772657413290,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772657413288,1772657413290,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772657822898,1772657822898,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772657822901,1772657822901,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772657822903,1772657822903,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772657822903,1772657822904,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772657822907,1772657822907,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772657822907,1772657822908,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772657822911,1772657822912,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772657822911,1772657822912,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772657822911,1772657822913,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772658164709,1772658186216,LONG,72938.5,72938.5,72982.4,0.002,0.002,10,14.587700000000002,0.08779999999998836,0.05835080000000001,0.05838592,0.05835080000000001,-0.08728752000001166,-0.08728752000001166,-0.5983638270598631,21,SMOKE_EXIT_20S,0.0,0.0,SMOKE_TEST,0.0,live
1772658229758,1772658251253,SHORT,73030.3,73030.3,73042.4,0.002,0.002,10,14.606060000000003,-0.024199999999982538,0.05842424000000001,0.05843392,0.05842424000000001,-0.19948239999998257,-0.19948239999998257,-1.365750928039338,21,SMOKE_EXIT_20S,0.0,0.0,SMOKE_TEST,0.0,live
1772659082710,1772659082710,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772659082712,1772659082712,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772659082715,1772659082715,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772659082715,1772659082716,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772659082719,1772659082719,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772659082719,1772659082720,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772659082723,1772659082723,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772659082723,1772659082724,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772659082723,1772659082725,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772659172527,1772659172527,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772659172530,1772659172530,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772659172532,1772659172533,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772659172532,1772659172534,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772659172537,1772659172537,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772659172537,1772659172539,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772659172541,1772659172541,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772659172541,1772659172543,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772659172541,1772659172544,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772659665975,1772659687428,LONG,73154.9,73154.9,73138.1,0.002,0.002,10,14.63098,-0.03359999999997672,0.05852392,0.05851048000000001,0.05852392,-0.20915831999997675,-0.20915831999997675,-1.429557828662036,21,SMOKE_EXIT_20S,0.0,0.0,SMOKE_TEST,0.0,live
1772690853545,1772690853545,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772690853550,1772690853550,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772690853556,1772690853556,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772690853556,1772690853557,LONG,50000.0,50000.0,50000.0,0.01,0.006,10,50.0,0.0,0.12000000000000001,0.12000000000000001,0.12000000000000001,-0.36000000000000004,3.3984,-1.2000000000000002,0,STOP,75.0,0.0,TREND,0.0,paper
1772690853562,1772690853562,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772690853562,1772690853564,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772690853569,1772690853569,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772690853569,1772690853570,LONG,50000.0,50000.0,52500.0,0.01,0.003,10,50.0,7.5,0.060000000000000005,0.063,0.060000000000000005,7.317,11.0754,48.78,0,TP2,75.0,0.0,TREND,0.0,paper
1772690853569,1772690853571,LONG,50000.0,50000.0,55000.0,0.01,0.003,10,50.0,15.0,0.060000000000000005,0.066,0.060000000000000005,14.814,25.889400000000002,98.76,0,TP3,75.0,0.0,TREND,0.0,paper
1772690949383,1772690949383,LONG,50000.0,50000.0,49000.0,0.01,0.01,10,50.0,-10.0,0.2,0.196,0.2,-10.596,-10.596,-21.192,0,STOP,75.0,0.0,TREND,0.0,paper
1772690949386,1772690949386,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
1772690949390,1772690949390,LONG,50000.0,50000.0,51000.0,0.01,0.004,10,50.0,4.0,0.08,0.0816,0.08,3.7584,3.7584,18.792,0,TP1,75.0,0.0,TREND,0.0,paper
